Key	Korean	English
Pipeline.Tooltip.WorkflowHint	Run Preview는 Pipeline 내부 검증이고, Publish Result만 메인 작업영역을 업데이트합니다.	Run Preview is sandboxed inside Pipeline. Publish Result is the explicit step that updates the main workspace.
Pipeline.Tooltip.SampleContext	Sample Catalog에서 연 샘플 이미지와 Recipe를 표시합니다.	Shows the sample image and recipe currently opened from Sample Catalog.
Pipeline.WorkflowHint	Preview 내부 확인 | Publish가 메인 반영	Preview stays here | Publish updates main
Pipeline.Hint.CheckFailed	검증 실패. 선택된 Step을 수정한 뒤 미리보기를 다시 실행하십시오.	Check failed. Fix the selected step before Run Preview.
Pipeline.Hint.CheckPassedSandbox	검증 완료. 미리보기는 메인 작업영역을 변경하지 않습니다.	Check passed. Run Preview will not update the main workspace.
Pipeline.Hint.CheckPassedReview	검증 완료. 미리보기 전에 선택 항목을 확인하십시오.	Check passed. Review the selected item before Run Preview.
Pipeline.Hint.PreviewRunningSandbox	미리보기 실행 중. 메인 작업영역은 변경되지 않습니다.	Preview is running. Main workspace is unchanged.
Pipeline.Hint.PreviewCanceled	미리보기가 취소되었습니다. 메인 작업영역은 변경되지 않았습니다.	Preview canceled. Main workspace was not changed.
Pipeline.Hint.PreviewFailed	미리보기 실패. 선택된 Step 상세를 확인하십시오.	Preview failed. Check the selected step details.
Pipeline.Hint.PreviewReadySummaryPublish	미리보기 완료. 요약은 전체 검출을 표시하며 결과 반영 시 메인 작업영역에 기록됩니다.	Preview ready. Summary shows all detections; Publish Result writes it to the main workspace.
Pipeline.Hint.PublishBlockedRunning	미리보기 실행 중에는 결과를 반영할 수 없습니다.	Cannot publish while Preview is running.
Pipeline.Hint.PublishRunPreviewFirst	결과 반영 전에 미리보기를 먼저 실행하십시오.	Run Preview before Publish Result.
Pipeline.Hint.PublishRunPreviewBeforeSummary	요약 결과 반영 전에 미리보기를 먼저 실행하십시오.	Run Preview before publishing Summary.
Pipeline.Hint.PublishNothing	반영된 출력이 없습니다. 각 출력 레이어를 확인하십시오.	Nothing was published. Check each output layer.
Pipeline.Hint.PublishCompleteFormat	결과 반영 완료. 메인 작업영역의 출력 레이어 {0}개가 갱신되었습니다.	Publish complete. {0} output layer(s) updated in the main workspace.
Pipeline.Hint.PublishLayerCompleteFormat	결과 반영 완료. '{0}' 레이어가 메인 작업영역에 갱신되었습니다.	Publish complete. '{0}' was updated in the main workspace.
Pipeline.Hint.PublishNoCachedResult	반영할 캐시 결과가 없습니다.	No cached result to publish.
Pipeline.Hint.ChainSelectPrevious	첫 번째 이후 Step을 선택한 뒤 이전 출력을 연결하십시오.	Select a step after the first one, then choose a previous output to chain.
Pipeline.Hint.ChainSelectedPreviousFormat	선택 Step 입력이 이전 출력으로 연결되었습니다: {0}	Selected step now uses previous output: {0}
Pipeline.Hint.StepIoChanged	Step 입출력이 변경되었습니다. 미리보기를 다시 실행하십시오.	Step I/O changed. Run Preview again.
Pipeline.Hint.ViewTemplateMissing	Template 이미지가 없습니다.	Template image is not available.
Pipeline.Hint.ViewDetectedCropMissing	검출 Crop이 없습니다. 미리보기를 먼저 실행하십시오.	Detected crop is not available. Run Preview first.
Pipeline.Hint.ViewSummaryMissing	요약 미리보기 이미지가 없습니다. 미리보기를 먼저 실행하십시오.	Summary has no preview image. Run Preview first.
Pipeline.Hint.MetricsMissing	Metric이 없습니다. 미리보기를 먼저 실행하십시오.	No metrics are available. Run Preview first.
Pipeline.Message.CheckPassedSandbox	검증이 완료되었습니다.\r\n\r\n미리보기는 Pipeline 창 안에서만 실행됩니다. 결과 반영만 메인 작업영역을 업데이트합니다.	Check passed.\r\n\r\nRun Preview executes inside the Pipeline window. Publish Result updates the main workspace.
Pipeline.Message.CheckPassedWithWarnings	검증은 통과했지만 확인이 필요합니다.\r\n\r\n{0}\r\n\r\n미리보기는 이 창 안에 유지됩니다. 결과 반영만 메인 작업영역을 업데이트합니다.	Check passed, but review is recommended.\r\n\r\n{0}\r\n\r\nRun Preview stays in this window. Publish Result updates the main workspace.
Pipeline.Message.PublishRunPreviewFirst	먼저 미리보기를 실행한 뒤 결과 반영으로 메인 작업영역의 출력 레이어를 업데이트하십시오.	Run Preview first, then Publish Result to update the output layer in the main workspace.
Pipeline.Message.PublishRunPreviewBeforeSummary	먼저 미리보기를 실행한 뒤 요약 결과를 반영하십시오.	Run Preview first, then publish the Summary result.
Pipeline.Message.PublishNothing	반영할 수 있는 출력 레이어가 없습니다. 각 Step의 출력 레이어를 확인하십시오.	No output layer could be published. Check each step output layer.
Pipeline.SummaryBadgeFormat	요약 | Step {0} | Overlay {1}	SUMMARY | Steps {0} | Overlays {1}
Pipeline.SelectStep	Step 선택	Select a step
Pipeline.Summary	요약	Summary
Pipeline.AllDetections	전체 검출	All detections
Pipeline.NoStepSelected	선택된 Step 없음	No step selected
Pipeline.SelectStepPreview	결과를 보려면 Pipeline Step을 선택하십시오.	Select a pipeline step to view its result.
Pipeline.AllDetectionsPlaceholder	검출된 모든 Overlay가 하나의 이미지에 표시됩니다.	All detected overlays will be shown here on one image.
Pipeline.LinkedInputStatus	연결 입력: 이 Step은 이전 출력 '{0}'을 사용합니다.	Linked input: this step uses previous output '{0}'.
Pipeline.SourceInputStatus	원본 입력: 이 Step은 '{0}'에서 시작합니다.	Source input: this step starts from '{0}'.
Pipeline.Branch	분기	BRANCH
Pipeline.BranchFrom	분기: {0}	BRANCH from {0}
Pipeline.FlowDisabledStep	비활성 Step	Disabled step
Pipeline.FlowInputSource	입력: 원본 이미지 {0}	Input: source image {0}
Pipeline.FlowInputPrevious	입력: 이전 출력 {0}	Input: previous output {0}
Pipeline.FlowBranchMain	분기: Main을 읽고 있습니다. 의도하지 않았다면 이전 출력 {0}을 연결하십시오.	Branch: reads Main instead of {0}. Link Prev if this is not intentional.
Pipeline.FlowBranch	분기: {1} 대신 {0}을 읽고 있습니다.	Branch: reads {0} instead of {1}
Pipeline.InputSource.SourceLayer	원본 {0}에서 시작	Starts from source {0}
Pipeline.InputSource.PreviousOutput	이전 출력 {0} 사용	Uses previous output {0}
Pipeline.InputSource.BranchMain	Main 분기. 이전 출력은 {0}	Main branch. Previous output is {0}
Pipeline.InputSource.BranchLayer	{0} 분기. 이전 출력은 {1}	Branch from {0}. Previous output is {1}
Pipeline.OutputResult.MissingLayer	출력 레이어가 지정되지 않았습니다.	Output layer is not set.
Pipeline.OutputResult.CreatesLayer	{0} 생성/갱신 | {1}	Creates/updates {0} | {1}
Pipeline.StepInputSource.SourceLayer	원본 {0} 시작	Source {0}
Pipeline.StepInputSource.PreviousOutput	이전 출력 {0} 사용	Prev output {0}
Pipeline.StepInputSource.BranchMain	Main 분기 | 이전 출력 {0}	Main branch | Prev output {0}
Pipeline.StepInputSource.BranchLayer	{0} 분기 | 이전 출력 {1}	Branch {0} | Prev output {1}
Pipeline.StepOutputResult.MissingLayer	출력 레이어 미설정	Output layer missing
Pipeline.StepOutputResult.CreatesLayer	{0} 생성/갱신 | {1}	{0} created/updated | {1}
PipelineFlow.NoSteps	Pipeline Step 없음	No pipeline steps
PipelineFlow.Input	입력	INPUT
PipelineFlow.Output	출력	OUTPUT
PipelineFlow.BranchInput	분기 입력	BRANCH IN
PipelineFlow.SourceImage	원본 이미지	SOURCE IMG
PipelineFlow.PreviousOutput	이전 출력	PREV OUT
PipelineFlow.Branch	분기	BRANCH
PipelineFlow.RunPreviewRequired	미리보기 필요	Run Preview required
PipelineFlow.ViewInputImage	입력 이미지 보기	View input image
PipelineFlow.ViewOutputImage	출력 이미지 보기	View output image
PipelineFlow.LayerTooltip	{0}: {1} - 클릭하면 이 이미지를 확인합니다.	{0}: {1} - click to inspect this image
PipelineFlow.BranchInputTooltip	분기 입력입니다. 이 Step은 이전 출력 {1} 대신 {0}을 읽습니다.	Branch input. This step reads {0} instead of previous output {1}.
PipelineFlow.OverlayTooltip	클릭하면 Overlay 미리보기를 확인합니다.	Click to inspect overlay preview
PipelineFlow.BranchStepTooltip	분기 Step입니다. 이 Step은 이전 출력 '{1}' 대신 '{0}'을 읽습니다. 의도하지 않았다면 이전 출력 연결을 사용하십시오.	Branch step. This step reads '{0}' instead of previous output '{1}'. Use Link Prev if this was not intentional.
Threshold.Title	Threshold	Threshold
Threshold.Mode	모드	Mode
Threshold.ModeBasic	일반	Basic
Threshold.ModeRange	범위	Range
Threshold.ModeAdaptive	Adaptive	Adaptive
Threshold.Binary	Binary	Binary
Threshold.BinaryInv	Inv	Inv
Threshold.MeanC	MeanC	MeanC
Threshold.GaussianC	GaussianC	GaussianC
Threshold.InputSource	입력 레이어	Input Source
Threshold.OutputResult	출력 레이어	Output Result
Threshold.ResultType	결과 타입	Result type
Threshold.Method	계산 방식	Method
Threshold.MaxValue	최대값	Max value
Threshold.BlockSize	Block size	Block size
Threshold.Weight	Weight	Weight
Threshold.BasicTitle	일반 Threshold	Basic Threshold
Threshold.BasicHint	단일 기준값	Single cutoff
Threshold.RangeTitle	범위 Threshold	Range Threshold
Threshold.RangeHint	Min-Max 범위	Keep Min-Max
Threshold.AdaptiveTitle	Adaptive Threshold	Adaptive Threshold
Threshold.AdaptiveHint	로컬 밝기	Local brightness
Threshold.RangeMin	하한값	Min
Threshold.RangeMax	상한값	Max
Threshold.Invert	반전	Invert
Threshold.OutputPreview	{0} (Preview)	{0} (Preview)
Threshold.PreviewTitle	미리보기 - {0}	Preview - {0}
Threshold.FlowSame	Input/Output {0}	Input/Output {0}
Threshold.Flow	Input {0} -> Output {1}	Input {0} -> Output {1}
Threshold.AddStep	+ {0} Step 추가	+ Add {0} Step
Threshold.BasicPurpose	하나의 기준값으로 전경과 배경을 분리합니다.	uses one cutoff, useful for clear foreground/background contrast.
Threshold.RangePurpose	Min-Max 밝기 범위 안의 픽셀만 유지합니다.	keeps only pixels inside the Min-Max brightness band.
Threshold.AdaptivePurpose	영역별 밝기를 기준으로 계산하며 조명 편차가 있을 때 사용합니다.	uses local brightness, useful for uneven lighting.
Threshold.Tooltip.InputLayer	Threshold 미리보기에 사용할 입력 레이어입니다.	Input layer used for Threshold preview.
Threshold.Tooltip.OutputLayer	미리보기 결과는 Threshold 레이어에 기록됩니다.	Preview result is written to the Threshold layer.
Threshold.Tooltip.BasicResultType	일반 Threshold의 결과 타입입니다.	Result type for Basic Threshold.
Threshold.Tooltip.BasicValue	일반 Threshold의 기준값입니다.	Threshold value for Basic Threshold.
Threshold.Tooltip.Range	범위 Threshold의 Min, Max, Invert 설정입니다.	Min, max, and invert option for Range Threshold.
Threshold.Tooltip.AdaptiveResultType	Adaptive Threshold의 결과 타입입니다.	Result type for Adaptive Threshold.
Threshold.Tooltip.AdaptiveMethod	Adaptive 계산 방식입니다.	Adaptive calculation method.
Threshold.Tooltip.AdaptiveMax	Adaptive Threshold의 최대 출력값입니다.	Maximum output value for Adaptive Threshold.
Threshold.Tooltip.BlockSize	Adaptive block size입니다. 홀수 값을 사용합니다.	Adaptive block size. Use an odd value.
Threshold.Tooltip.Weight	지역 평균 또는 Gaussian 값에서 빼는 보정값입니다.	Adaptive correction value subtracted from the local mean or Gaussian value.
MessageBox.Message	메시지	Message
MessageBox.TechnicalDetails	상세 정보	Technical Details
MessageBox.HideDetails	상세 숨기기	Hide Details
MessageBox.CopyDetails	상세 복사	Copy Details
MessageBox.Copied	복사됨	Copied
MessageBox.OK	확인	OK
MessageBox.Cancel	취소	Cancel
MessageBox.Yes	예	Yes
MessageBox.No	아니오	No
MessageBox.Retry	다시 시도	Retry
MessageBox.Abort	중단	Abort
MessageBox.Ignore	무시	Ignore
Log.SummaryMode	요약	Summary
Log.DetailMode	상세	Details
Log.HeaderSummary	실행 로그 - 요약	Run Log - Summary
Log.HeaderDetail	실행 로그 - 상세	Run Log - Details
Log.Clear	지우기	Clear
Log.Folder	폴더	Folder
Log.AutoScroll	자동 스크롤	Auto Scroll
Log.AllLogs	전체 로그	All Logs
Log.Level	레벨	Level
Log.Area	영역	Area
Log.Empty	표시할 실행 로그가 없습니다.	No execution logs to display.
Log.NoRecentEvent	최근 이벤트 없음	No recent event
Log.FiltersOff	필터 없음	Filters off
Log.FilteredView	필터 보기	Filtered view
Log.NoFilter	필터 없음	No filter
Log.CountFormat	{0}건	{0}
Log.FilteredCountFormat	{0}/{1}건	{0}/{1}
Log.AreaFormat	영역: {0}	Area: {0}
Log.LevelFormat	레벨: {0}	Level: {0}
Log.SearchFormat	검색: {0}	Search: {0}
Log.Tooltip.Mode	요약/상세 모드를 전환합니다.	Switch summary and detail mode.
Log.Tooltip.Clear	현재 로그 목록을 지웁니다.	Clear the current log list.
Log.Tooltip.Folder	로그 폴더를 엽니다.	Open the log folder.
Log.Tooltip.AutoScroll	새 로그가 들어오면 마지막 줄로 이동합니다.	Move to the latest log line automatically.
Log.Tooltip.Search	로그 메시지, 영역, 레벨, 소스를 검색합니다.	Search log message, area, level, or source.
Log.Tooltip.AllLogs	모든 로그를 표시합니다. 켜져 있으면 레벨/영역 필터가 비활성화됩니다.	Show every log line. Level and Area filters are disabled while this is on.
Log.Tooltip.FilterCombo	전체 로그를 끄면 레벨 또는 영역을 선택할 수 있습니다.	Turn off All Logs to choose Level or Area.
Localization.Title	다국어 편집기	Localization Editor
Localization.Language	현재 언어	Current Language
Localization.Search	검색	Search
PropertyGrid.Search.NoResults	'{0}'에 해당하는 파라미터가 없습니다. Esc 키로 검색을 지울 수 있습니다.	No properties match '{0}'. Press Esc to clear the search.
PropertyGrid.Search.ToolTip	파라미터 이름으로 필터링합니다. Esc 키로 검색을 지울 수 있습니다.	Filter properties by name. Press Esc to clear the search.
Localization.Key	키	Key
Localization.Korean	한국어	Korean
Localization.English	English	English
Localization.Save	저장	Save
Localization.Reload	다시 읽기	Reload
Localization.Close	닫기	Close
Localization.Saved	다국어 catalog를 저장했습니다.	Localization catalog saved.
Localization.Reloaded	다국어 catalog를 다시 읽었습니다.	Localization catalog reloaded.
Localization.FilterHint	키 또는 문구 검색	Search key or text
Localization.MissingOnly	미번역만 보기	Missing only
Localization.Summary	표시 {0} / 전체 {1} / 미번역 {2}	Visible {0} / Total {1} / Missing {2}
PropertyGrid.Category.Parameter	기본	Parameter
PropertyGrid.Category.Threshold	이진화	Threshold
PropertyGrid.Category.Range	범위	Range
PropertyGrid.Category.Adaptive_Threshold	적응형 이진화	Adaptive Threshold
PropertyGrid.Category.ROI	ROI	ROI
PropertyGrid.Category.Image_Process	이미지 처리	Image Process
PropertyGrid.Category.Blob_Parameter	블랍	Blob
PropertyGrid.Category.Contour	컨투어	Contour
PropertyGrid.Category.Matching	매칭	Matching
PropertyGrid.Category.Edge	엣지	Edge
PropertyGrid.Category.Canny	Canny	Canny
PropertyGrid.Category.Sobel	Sobel	Sobel
PropertyGrid.Category.Scharr	Scharr	Scharr
PropertyGrid.Category.Laplacian	Laplacian	Laplacian
PropertyGrid.Category.Vertical_Line	수직선	Vertical Line
PropertyGrid.Category.Scan_Line	스캔 라인	Scan Line
PropertyGrid.Category.Fit_Line	피팅 라인	Fit Line
PropertyGrid.Category.Filter	필터	Filter
PropertyGrid.Category.Kernel	커널	Kernel
PropertyGrid.Category.Bilateral	Bilateral	Bilateral
PropertyGrid.Category.Draw	표시	Draw
PropertyGrid.Category.Mean	평균	Mean
PropertyGrid.Category.Normalize	정규화	Normalize
PropertyGrid.Category.Step	Step	Step
PropertyGrid.Category.Acceptance	판정	Acceptance
PropertyGrid.Category.Morphology	모폴로지	Morphology
PropertyGrid.Category.Transform	변환	Transform
PropertyGrid.Category.Fixture	기준 좌표	Fixture
PropertyGrid.Property.NAME.DisplayName	이름	Name
PropertyGrid.Property.PIXELPERMM.DisplayName	Pixel / mm	Pixel / mm
PropertyGrid.Property.Enabled.DisplayName	사용	Enabled
PropertyGrid.Property.InputLayer.DisplayName	입력 레이어	Input Layer
PropertyGrid.Property.InputLayer.Description	이 Step에서 사용할 입력 이미지 레이어입니다. 연결된 Step은 보통 이전 Step의 출력 레이어를 입력으로 사용합니다.	Layer image used as this step input. Linked steps normally use the previous step output.
PropertyGrid.Property.OutputLayer.DisplayName	출력 레이어	Output Layer
PropertyGrid.Property.OutputLayer.Description	이 Step 결과를 저장할 레이어 이름입니다. 결과를 나중에 확인해야 하면 고유한 이름을 사용합니다.	Layer name that stores this step result. Use a unique name when the result must be reviewed later.
PropertyGrid.Property.UseAcceptance.DisplayName	판정 사용	Use Acceptance
PropertyGrid.Property.ExpectedSuccess.DisplayName	기대 결과	Expected Success
PropertyGrid.Property.MaxElapsedMilliseconds.DisplayName	최대 시간(ms)	Max Elapsed (ms)
PropertyGrid.Property.RequiredMessageText.DisplayName	필수 메시지	Required Message
PropertyGrid.Property.AcceptanceMetricName.DisplayName	판정 지표	Acceptance Metric
PropertyGrid.Property.AcceptanceMetricMinimum.DisplayName	지표 범위	Metric range
PropertyGrid.Property.USE_AS_FIXTURE_FRAME.DisplayName	기준 좌표로 사용	Publish fixture frame
PropertyGrid.Property.USE_AS_FIXTURE_FRAME.Description	단일 매칭 결과를 후속 Step이 사용할 이동 보정 기준으로 등록합니다. 매칭 개수는 1이어야 합니다.	Publish this single Matching result as a translation-only fixture frame. NUM_MATCH must be 1.
PropertyGrid.Property.USE_FIXTURE_FRAME.DisplayName	기준 좌표 보정 사용	Use fixture frame
PropertyGrid.Property.USE_FIXTURE_FRAME.Description	앞선 Matching Step이 등록한 기준 좌표만큼 이 Step의 단일 ROI를 이동합니다. Preview와 Run은 자동 실행되지 않습니다.	Move this step's single ROI by a previously published Matching fixture frame. Preview and Run remain explicit.
PropertyGrid.Property.FIXTURE_FRAME_NAME.DisplayName	기준 좌표 이름	Fixture frame name
PropertyGrid.Property.FIXTURE_FRAME_NAME.Description	기준을 등록하는 Matching Step과 사용하는 검사 Step에서 같은 이름을 지정합니다.	Use the same name on the Matching producer and each fixture consumer.
PropertyGrid.Property.FIXTURE_REFERENCE_X.DisplayName	기준 중심 X	Reference center X
PropertyGrid.Property.FIXTURE_REFERENCE_X.Description	기준 이미지에서 매칭된 중심의 X 픽셀 좌표입니다.	Matching center X in the taught reference image, in pixels.
PropertyGrid.Property.FIXTURE_REFERENCE_Y.DisplayName	기준 중심 Y	Reference center Y
PropertyGrid.Property.FIXTURE_REFERENCE_Y.Description	기준 이미지에서 매칭된 중심의 Y 픽셀 좌표입니다.	Matching center Y in the taught reference image, in pixels.
PropertyGrid.Property.FIXTURE_REFERENCE_ANGLE.DisplayName	기준 각도	Reference angle
PropertyGrid.Property.FIXTURE_REFERENCE_ANGLE.Description	기준 이미지에서 측정된 매칭 각도입니다.	Matching angle in the taught reference image, in degrees.
PropertyGrid.Property.FIXTURE_MAX_ANGLE_DELTA.DisplayName	허용 각도 변화	Maximum angle delta
PropertyGrid.Property.FIXTURE_MAX_ANGLE_DELTA.Description	현재 각도 변화가 이 값을 넘으면 ROI를 이동하지 않고 실패 처리합니다.	Fail instead of translating the ROI when the angle change exceeds this degree limit.
PropertyGrid.Property.ALLOW_BRANCH_INPUT.DisplayName	원본 레이어 분기 허용	Allow branch input
PropertyGrid.Property.ALLOW_BRANCH_INPUT.Description	Matching Step과 같은 원본 레이어를 의도적으로 다시 읽는 분기임을 명시합니다.	Explicitly allow this step to read the same source layer as the Matching fixture producer.
PropertyGrid.Property.USE_THRESHOLD.DisplayName	이진화 사용	Use threshold
PropertyGrid.Property.USE_BITWISENOT.DisplayName	결과 반전	Invert result
PropertyGrid.Property.THRESHOLD_TYPES.DisplayName	이진화 타입	Threshold type
PropertyGrid.Property.THRESHOLD.DisplayName	기준값	Threshold
PropertyGrid.Property.USE_ADAPTIVE_THRESHOLD.DisplayName	적응형 이진화 사용	Use adaptive threshold
PropertyGrid.Property.ADAPTIVE_THRESHOLD.DisplayName	적응형 기준값	Adaptive threshold
PropertyGrid.Property.ADAPTIVE_THRESHOLD_TYPES.DisplayName	적응형 결과 타입	Adaptive type
PropertyGrid.Property.ADAPTIVE_THRESHOLD_ALGORITHM.DisplayName	적응형 계산 방식	Adaptive algorithm
PropertyGrid.Property.BlockSize.DisplayName	블록 크기	Block size
PropertyGrid.Property.Weight.DisplayName	가중치	Weight
PropertyGrid.Property.USE_ROI.DisplayName	ROI 사용	Use ROI
PropertyGrid.Property.USE_MULTI_ROI.DisplayName	다중 ROI 사용	Use multi ROI
PropertyGrid.Property.CvROI.DisplayName	ROI	ROI
PropertyGrid.Property.CvROIS.DisplayName	ROI 목록	ROI list
PropertyGrid.Property.CvMASKS.DisplayName	마스킹	Masking
PropertyGrid.Property.Mode.DisplayName	모드	Mode
PropertyGrid.Property.Mode.Description	Threshold는 하나의 기준값, Range는 하한/상한 범위, Adaptive는 주변 픽셀을 기준으로 지역 이진화를 수행합니다.	Threshold uses one gray value, Range uses lower and upper gray limits, Adaptive calculates a local threshold.
PropertyGrid.Property.Threshold.Description	선택한 이진화 타입에 따라 픽셀을 분류할 단일 GV 기준값입니다.	Single threshold value. Pixels are classified by this gray level and the selected threshold type.
PropertyGrid.Property.MaxValue.DisplayName	최대값	Max value
PropertyGrid.Property.ThresholdType.DisplayName	이진화 타입	Threshold type
PropertyGrid.Property.RangeMin.DisplayName	최소값	Min value
PropertyGrid.Property.RangeMin.Description	하한/상한을 함께 조정하는 범위 이진화 기준입니다.	Combined range threshold lower limit.
PropertyGrid.Property.RangeMax.DisplayName	최대값	Max value
PropertyGrid.Property.Invert.DisplayName	반전	Invert
PropertyGrid.Property.AdaptiveType.DisplayName	계산 방식	Method
PropertyGrid.Property.AdaptiveType.Description	적응형 이진화 계산 알고리즘입니다. 조명 편차가 있으면 MeanC와 GaussianC를 비교합니다.	Adaptive threshold algorithm. Compare MeanC and GaussianC when illumination is uneven.
PropertyGrid.Property.AdaptiveThresholdType.DisplayName	결과 타입	Result type
PropertyGrid.Property.Shape.DisplayName	커널 형태	Shape
PropertyGrid.Property.Operator.DisplayName	연산	Operator
PropertyGrid.Property.KernelWidth.DisplayName	커널 너비	Kernel width
PropertyGrid.Property.KernelHeight.DisplayName	커널 높이	Kernel height
PropertyGrid.Property.Iterations.DisplayName	반복 횟수	Iterations
PropertyGrid.Property.FilterType.DisplayName	필터 타입	Filter type
PropertyGrid.Property.BorderType.DisplayName	외곽 처리	Border type
PropertyGrid.Property.MedianKernelSize.DisplayName	Median 커널	Median kernel size
PropertyGrid.Property.Diameter.DisplayName	직경	Diameter
PropertyGrid.Property.SigmaColor.DisplayName	Sigma Color	Sigma Color
PropertyGrid.Property.SigmaSpace.DisplayName	Sigma Space	Sigma Space
PropertyGrid.Property.EdgeType.DisplayName	엣지 타입	Edge type
PropertyGrid.Property.CannyThresholdLow.DisplayName	Low 기준값	Low threshold
PropertyGrid.Property.CannyThresholdHigh.DisplayName	High 기준값	High threshold
PropertyGrid.Property.CannyApertureSize.DisplayName	Aperture 크기	Aperture size
PropertyGrid.Property.UseL2Gradient.DisplayName	L2 Gradient 사용	Use L2 gradient
PropertyGrid.Property.SobelDegreeX.DisplayName	Sobel X 차수	Sobel X degree
PropertyGrid.Property.SobelDegreeY.DisplayName	Sobel Y 차수	Sobel Y degree
PropertyGrid.Property.SobelKernelSize.DisplayName	Sobel 커널	Sobel kernel size
PropertyGrid.Property.ScharrDegreeX.DisplayName	Scharr X 차수	Scharr X degree
PropertyGrid.Property.ScharrDegreeY.DisplayName	Scharr Y 차수	Scharr Y degree
PropertyGrid.Property.LaplacianKernelSize.DisplayName	Laplacian 커널	Laplacian kernel size
PropertyGrid.Property.Angle.DisplayName	회전 각도	Angle
PropertyGrid.Property.ScaleXPercent.DisplayName	X 스케일(%)	Scale X (%)
PropertyGrid.Property.ScaleYPercent.DisplayName	Y 스케일(%)	Scale Y (%)
PropertyGrid.Property.Interpolation.DisplayName	보간	Interpolation
PropertyGrid.Property.MIN_AREA.DisplayName	최소 면적	Min area
PropertyGrid.Property.MAX_AREA.DisplayName	최대 면적	Max area
PropertyGrid.Property.USE_APPROXPOLYDP.DisplayName	Approx poly 사용	Use approx poly
PropertyGrid.Property.USE_DRAW_IMAGE.DisplayName	결과 그리기	Draw result
PropertyGrid.Property.ApproximationModes.DisplayName	근사 방식	Approximation
PropertyGrid.Property.DetectMode.DisplayName	검색 모드	Retrieval mode
PropertyGrid.Property.EPSILON.DisplayName	근사 오차	Approx epsilon
PropertyGrid.Property.DrawColor.DisplayName	표시 색상	Draw color
PropertyGrid.Property.DrawThickness.DisplayName	선 두께	Draw thickness
PropertyGrid.Property.MATCH_MODE.DisplayName	매칭 방식	Match mode
PropertyGrid.Property.MATCH_MODE.Description	템플릿 매칭 점수 계산 방식입니다. 조명 변화가 있으면 정규화 계열을 우선 비교합니다.	Template matching score method. Prefer normalized modes when illumination changes.
PropertyGrid.Property.SCORE_MIN.DisplayName	최소 점수	Min score
PropertyGrid.Property.SCORE_MIN.Description	검출 결과로 인정할 최소 점수입니다. 높을수록 약한 후보를 더 엄격하게 제외합니다.	Minimum score accepted as a detection. Higher values reject weak candidates more strictly.
PropertyGrid.Property.MAGNIFIATION.DisplayName	배율	Magnification
PropertyGrid.Property.MAGNIFIATION.Description	이미지 피라미드 기반 스케일 탐색에 사용하는 배율입니다. 1.0은 등록한 템플릿 원본 크기이며, 값이 달라지면 피라미드 단계에서 크기가 다른 후보를 비교합니다.	Magnification used for image-pyramid based scale search. 1.0 keeps the registered template size; other values compare candidates at different pyramid scales.
PropertyGrid.Property.NUM_MATCH.DisplayName	매칭 개수	Match count
PropertyGrid.Property.NUM_MATCH.Description	검출할 최대 매칭 개수입니다. 1이면 가장 좋은 위치 1개만 사용합니다.	Maximum number of accepted matches. 1 uses only the best candidate.
PropertyGrid.Property.USE_FIND_ANGLE.DisplayName	각도 탐색 사용	Use angle search
PropertyGrid.Property.USE_FIND_ANGLE.Description	회전된 템플릿까지 탐색할지 결정합니다. 사용하면 각도 범위와 각도 간격 기준으로 반복 검색합니다.	Search rotated template candidates. When enabled, the angle range and step control repeated searches.
PropertyGrid.Property.FIND_ANGLE.DisplayName	각도 간격	Angle step
PropertyGrid.Property.FIND_ANGLE.Description	각도 탐색 시 후보 각도를 증가시키는 간격입니다. 작을수록 정밀하지만 검색 시간이 늘어납니다.	Angle increment used during angle search. Smaller values are more precise but slower.
PropertyGrid.Property.FIND_ANGLE_MAX.DisplayName	최대 각도	Max angle
PropertyGrid.Property.FIND_ANGLE_MAX.Description	각도 탐색의 상한값입니다.	Upper bound for angle search.
PropertyGrid.Property.FIND_ANGLE_MIN.DisplayName	최소 각도	Min angle
PropertyGrid.Property.FIND_ANGLE_MIN.Description	각도 탐색의 하한값입니다.	Lower bound for angle search.
PropertyGrid.Property.PATTERN_PATH.DisplayName	패턴 경로	Pattern path
PropertyGrid.Property.PATTERN_PATH.Description	등록한 템플릿 이미지 파일 경로입니다. 이 이미지를 기준으로 매칭을 수행합니다.	Registered template image file path. Matching uses this image as the reference.
PropertyGrid.Property.USE_CANNY.DisplayName	Canny 사용	Use canny
PropertyGrid.Property.USE_CANNY.Description	매칭 전에 Canny 엣지 이미지를 사용할지 결정합니다.	Use a Canny edge image before matching.
PropertyGrid.Property.CANNY_HIGH.DisplayName	Canny High	Canny high
PropertyGrid.Property.CANNY_HIGH.Description	Canny 전처리의 High 임계값입니다.	High threshold for Canny preprocessing.
PropertyGrid.Property.CANNY_LOW.DisplayName	Canny Low	Canny low
PropertyGrid.Property.CANNY_LOW.Description	Canny 전처리의 Low 임계값입니다.	Low threshold for Canny preprocessing.
PropertyGrid.Property.USE_PADDING_COLOR_WHITE.DisplayName	흰색 패딩 사용	Use white padding
PropertyGrid.Property.USE_PADDING_COLOR_WHITE.Description	회전/전처리 과정에서 생기는 외곽 영역을 흰색으로 채울지 결정합니다.	Fill border areas created by rotation or preprocessing with white.
PropertyGrid.Property.PRJ_PORALITY.DisplayName	극성	Polarity
